x,y
-0.5,0.6359719979722691
-0.467741935483871,-1.4928548639713455
-0.43548387096774194,-3.640598984579429
-0.4032258064516129,-4.953247813036298
-0.3709677419354839,-6.815221343303387
-0.33870967741935487,-7.735212568852242
-0.3064516129032258,-8.467842299724666
-0.27419354838709675,-10.90554873612407
-0.24193548387096775,-9.871778371337284
-0.20967741935483875,-11.489663376227142
-0.1774193548387097,-8.668493066532486
-0.14516129032258063,-8.594489640714693
-0.11290322580645162,-6.12084237735035
-0.08064516129032262,-3.72766544397163
-0.04838709677419356,-5.616735658879594
-0.016129032258064502,-0.5974502698619646
0.016129032258064502,1.3124254079548492
0.048387096774193505,4.328064109713409
0.08064516129032251,5.573470113502741
0.11290322580645162,4.991372415042801
0.14516129032258063,8.26825141239771
0.17741935483870963,9.868763326606857
0.20967741935483875,8.623619893046618
0.24193548387096775,11.319972702156557
0.27419354838709675,9.114225699252904
0.30645161290322576,10.670705669254367
0.33870967741935476,7.016975690828781
0.3709677419354839,7.377663119272776
0.4032258064516129,5.5715611068685496
0.4354838709677419,3.946557496112032
0.467741935483871,2.2038214505416094
0.5,-0.974657924234742
